|0000|015|0|01122021|31122021|POMPEIA SA INDUSTRIA E COMERCIO|59775478000721||SP|548004074110|3540002|||A|0|
|0001|0|
|0002|00|
|0005|JAZAM|17580000|AVENIDA INDUSTRIAL|208||DISTRITO INDUSTRIAL|51434052000|51434052001|JAZAM@JAZAM.COM.BR|
|0015|AP|030514363|
|0015|MG|0025414950067|
|0015|RJ|11314970|
|0015|PR|0990462100|
|0015|RS|9000021354|
|0015|DF|0788082500159|
|0100|VICTOR CARLOS MONTEIRO PAIVA|48770590834|1SP069844O5|54705777000180|17509210|AVENIDA IPIRANGA|65||CENTRO|1434532121|1434532121|victorpaiva@contabilassessoria.com.br|3529005|
|0150|SA10100005201|A-TABUENSE PRODUTOS ALIMENTICIOS LTDA - EPP|1058|47456397000194||336140320116|3518800||AV DONA EUGENIA MACHADO DA SILVA|355||VILA GALVAO|
|0150|SA10100289701|CBE- COML. BOMB. E EMB. LTDA.|1058|02000598000144||041316177|2927408||RUA HELIO MACHADO, N 11/35|SN||BOCA DO RIO|
|0150|SA10100307501|CEREALISTA OLIVEIRA LTDA.|1058|90180621000197||1650026460|4300604||RUA NORUEGA|116|ANAROSA@CEREALISTAOLIVEIRA.COM.BR|passo do feijo|
|0150|SA10100314501|CHIALVO S.R.L.|639||||9999999||LIBERTAD|1369||5004 CORDOBA|
|0150|SA10100318701|CHOCOFESTAS LTDA - EPP|1058|18163170000152||4484159800027|3144805||R: BENEDITO VALADARES|126||CENTRO|
|0150|SA10100318901|CHOCOLANDIA COMERCIAL DE BALAS LTDA|1058|05797802000198||161391540|2507507||RUA MARECHAL ALMEIDA BARRETO|406||CENTRO|
|0150|SA10100347401|COMERCIO DE DOCES MERO LTDA|1058|30573620000180||081044356|3205002||AVENIDA ABIDO SAADI|SN||JACARAIPE|
|0150|SA10100360901|COM DE DOCES BIG PRECO LTDA.|1058|00843837000100||114433759113|3550308||RUA BARAO DE DUPRAT|86/88||STO. AMARO|
|0150|SA10100366201|COMERCIO DE DOCES LINHARES LTDA ME|1058|01684645000153||253439450|4219705||DEZ DE NOVEMBRO|1560||CENTRO|
|0150|SA10100367201|COMERCIO DE DOCES NEGRI LTDA ME|1058|81022147000184||251791777|4219705||AV. LUIZ LUNARDI|917|SALA|CENTRO|
|0150|SA10100376901|COMERCIO DE DOCES BOM PRECO DE SANTO AMARO LTDA|1058|03059652000190||115362368119|3550308||AVENIDA PADRE JOSE MARIA N.: 174|180||STO AMARO|
|0150|SA10100379401|COMERCIO DE DOCES KIKAS LTDA - ME|1058|69134955000138||116555434113|3550308||AVENIDA DOUTOR ALMIRO LEAL DA COST|407|COMPRA POUCOS ITENS, RECLAMA PRECO COMPRA ATACADAO|JD. DAS OLIVEIRAS|
|0150|SA10100380101|COMERCIO E REPRESENTACOES BELLATO LTDA|1058|83215830000163||250311577|4209300||AVENIDA LUIZ DE CAMOES|1140|TERREO|CORAL|
|0150|SA10100384201|COM E REPR GRAEFF LTDA|1058|93168003000110||0290190304|4305108||RUA GUERINO DAGOSTINI|288||PANAZZOLO|
|0150|SA10100387001|COMERCIAL DE PRODUTOS ALIMENTICIOS FALCON LTDA.|1058|55159248000191||111359682113|3550308||AV.INCONFIDENCIA MINEIRA|1112||VILA CARRAO|
|0150|SA10100389801|COMERCIAL DE SECOS E MOLHADOS DAL POZZO LTDA.|1058|80213705000126||4010135040|4109401||RUA DR.JOAO FERREIRA NEVES|308||VILA BELA|
|0150|SA10100413601|DISTRIBUIDORA BANDEIRANTE LTDA  EPP|1058|05613568000100||082212767|3200805||AVE CARLOS DE MEDEIROS, N.334-A|1|PAVIMENTO|CENTRO|
|0150|SA10100416401|COMERCIAL ZAMPIERI LTDA|1058|04437189000135||116143580114|3550308||AV.BARONEZA DE MURITIBA|299||PQ SAO RAFAEL|
|0150|SA10100462801|COMERCIAL PIPOCOPOS LTDA|1058|50430628000367||181364667110|3503208||AVENIDA ENGENHEIRO CAMILO DINUCCI|SN|2 DISTRITO INDUSTRIAL (DOMINGOS FERRARI)|2 DISTRITO INDUSTRIAL (DOMING|
|0150|SA10100478501|COOP DE CONSUMO DE INUBIA PAULISTA|1058|51832046000108||356000036112|3520806||AVENIDA LEAO MIGUEL BANNWART|200||CENTRO|
|0150|SA10100480801|CORACOES DE CHOCOLATE LTDA - EPP|1058|03625372000100||86382474|3305802||AVN ALBERTO TORRES|1100||ALTO|
|0150|SA10100489001|CRISTINA ZUNTINI SANTOS - EPP|1058|04591291000190||669479579117|3552205||AV: GENERAL CARNEIRO|1808||VILA AUGUSTA|
|0150|SA10100489301|CRISTOVAO ALBERTO FERREIRA|1058|03906622000171||9021424878|4128500||PAPA JOAO XXIII|587|SALA  3 E 4|JD. LESTE|
|0150|SA10100499301|DADALTO & SILVA LTDA EPP|1058|39827373000176||081650345|3203205||AV PREF. ANARIO MARREIRA|842|PONTODEBALA@IG.COM.BR|N.SRA. CONCEICAO|
|0150|SA10100509501|DARCI ZANIN|1058|79466132000163||1010586972|4106902||RUA JULIA DA COSTA|3118||CAMPINA DO SIQUEIRA|
|0150|SA10100521501|PACOCAO DOCES DISTRIBUIDORA LTDA - ME|1058|01994804000116||177128304119|3502804||RUA DO FICO|1084|ANTIGA RAZAO DEOCLECIO ROSSI- ME|PARAISO|
|0150|SA10100523801|DEPOSITO DE DOCES E BALAS MEL STAR LTDA|1058|73638298000133||84878936|3304557||RUA PALAS|288||PAVUNA|
|0150|SA10100525401|DEPOSITO DE DOCES MALU LTDA.|1058|53860888000107||111156026112|3550308||RUA BERNADINO D&#39;AURIA|68|FERNANDA@DOCEMALU.COM.BR]|JARDIM TREMEMBE|
|0150|SA10100553301|DISTRIBUIDORA DE DOCES E MIUDEZAS LAVINAS E BAPTISTA LTDA|1058|28050557000156||80488106|3302908||RUA FRANCISCO MACHADO|76||CENTRO|
|0150|SA10100577701|DISTR. DE DOCES E TRANSP. MASCARENHAS LTDA|1058|13731542000267||41902653|2910800||AV: EDUARDO F. MOTA|4499||CIDADE NOVA|
|0150|SA10100579601|DISTR. DE DOCES GIACOMIM LTDA|1058|39628615000100||081697007|3204104||RUA ANTONIO ALVES FERNANDES|330||VILA VERDE|
|0150|SA10100582801|DIST DE DOCES MANICA LTDA.|1058|87360517000170||0050006215|4301008||RUA DAS INDUSTRIAS|132||BELA VISTA|
|0150|SA10100585301|DISTRIBUIDORA DE DOCES PAQUIELA LTDA EPP|1058|27367887000107||080042767|3201209||RUA COSTA PEREIRA|SN||SUMARE|
|0150|SA10100593001|DISTRIBUIDORA DE GENEROS ALIMENTICIOS ABC LTDA - EPP|1058|51125565000136||635093696112|3548708||AV. TABOAO|SN||TABOAO|
|0150|SA10100596001|DISTRIBUIDORA DE PROD ALIMENT MARSIL LTD|1058|61182051000176||104463362110|3550308||R. GUARANTA|580||PARI|
|0150|SA10100610201|OPCAO BIG DOCES IPATINGA DISTRIBUIDORA LTDA|1058|01987025000193||3137063670026|3131307||AV. ESPERANCA|935|LJ 2|ESPERANCA|
|0150|SA10100658201|DOCES FESTAS COML. BOMBONIERE LTDA.|1058|02272572000155||103020527|5208707||AVENIDAANHANGUERA|2200||VL.BANDEIRANTE|
|0150|SA10100665401|DOLLY DISTR. DE DOCES E ALIM. LTDA.|1058|01898646000109||9013418770|4106902||RUA LOURENCO PINTO|126-LOJ|A|CENTRO|
|0150|SA10100673601|DPAE DISRIBUIDORA DE PRODUTOS ALIMENTICIOS E DE EPOCA LTDA -|1058|04258710000177||669466468117|3552205||R: ANSELMO TODESCO|102||JD. SAO LUIZ|
|0150|SA10100694101|EDVALDO SANTANA PEREIRA E CIA LTDA|1058|01091625000179||102800197|5208608||AV. MINAS GERAIS|29-A||CENTRO|
|0150|SA10100701901|EDSON LUIZ SUITA|1058|94047750000162||1000138078|4315602||RUA GENERAL OSORIO|563||CENTRO|
|0150|SA10100734501|ENGEL E SANTOS LTDA.|1058|78559044000143||1015995900|4106902||R: CID MARCONDES DE ALBUNQUERQUE|2303||PINHEIRO|
|0150|SA10100758201|F M DE GOES TAQUARITUBA - ME|1058|01779109000131||685013604115|3553807||RUA DOUTOR ATALIBA LEONEL|194||CENTRO|
|0150|SA10100771401|FABRICA DE DOCE E LADRILHO PIAUI LTDA.|1058|47069414000130||260001307110|3511102||RUA CAMPINAS|373||HIGIENOPOLIS|
|0150|SA10100784601|FERRO'S COMERCIO DE DOCES E DERIVADOS LTDA ME|1058|71922256000102||113838268112|3550308||RUA URUBA|02||VILA PENTEADO|
|0150|SA10100792001|FLORIVALDO MARTINS E CIA LTDA|1058|38544763000176||4316821720014|3143104||RODOVIA MG 190, N.0|SN||LAGOINHA|
|0150|SA10100804901|CHICOLITO COMERCIO DE DOCES E ARTIGOS PARA FESTAS LTDA|1058|62889910000124||234021572110|3508504||RUA MANOEL ESTEVES|131-|145|CENTRO|
|0150|SA10100806401|FRANCISCO MANOEL DELPUPO-ME|1058|27990399000151||080936059|3202603||AVE DANILO MONTEIRO DE CASTRO, N.6|SN||JARDIM JANDIRA|
|0150|SA10100820601|G.E COMERCIO DE DOCES LTDA|1058|02794131000113||081971400|3205200||RUA RUA EMYGDIO FERREIRA SACRAMENT|SN||ARIBIRI|
|0150|SA10100821101|G G SALVADO ARMARINHO TRIRRIENSE LTDA|1058|01174974000154||84641782|3306008||AVN CONDESSA DE RIO NOVO|1475||CENTRO|
|0150|SA10100821501|G.J. DE AGUIAR E CIA. LTDA.|1058|04330286000124||290683440|1718204||AV. LUIZ LEITE RIBEIRO|1000|- B|SETOR AEROPORTO|
|0150|SA10100838201|GERVASIO COELHO|1058|79943197000152||251491900|4209102||R. AIRTON SENNA DA SILVA|506||ADEMA GARCIA|
|0150|SA10100840101|GIL DOCES DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA- EPP|1058|64665391000146||432015043118|3528403||AVENIDA CONS FRANCISCO PAULA MAIRI|43||VILA SOROCABA|
|0150|SA10100840801|CASAROTTO COMERCIO DE DOCES LTDA - ME|1058|00715702000151||253135818|4217501||RUA SETE DE SETEMBRO|406||CENTRO|
|0150|SA10100852001|GIOVANNI TELLES DA SILVA ME|1058|04743783000154||082122385|3205101||AVE VITORIA, N. 27|SN||MARCILIO DE NORONHA|
|0150|SA10100899701|GRAZIELA LEIDENS|1058|05685587000133||0370037561|4306809||RUA JULIO DE CASTILHOS|1468||CENTRO|
|0150|SA10100905001|GUSTAVO MONTAGNANA DOCES ME|1058|02281212000110||487026890111|3533908||AVENIDA DR ANDRADE E SILVA|1078||CENTRO|
|0150|SA10100911501|HEFLAN EMPAC E DISTR. DE PRODS. ALIM. LTDA|1058|78081031000101||5150141950|4103602||AV. TSUNETO MATSUBARA|600||SAO JOSE II|
|0150|SA10100916401|HELVECIO INACIO DE SENA E FILHO LTDA|1058|42913327000102||6804033390021|3168002||RUA OSWALDO ARGOLO|228||CENTRO|
|0150|SA10100921201|HIGA PRODUTOS ALIMENTICIOS LTDA|1058|46029724000169||244000300110|3509502||RUA PEDRO STANCATO N.: 39 163 /|233|FINANCEIRO@HIGA.COM.BR|CAMPOS DOS AMARAIS|
|0150|SA10100937301|IMEXSUL IMPORTACAO E EXPORTACAO LTDA.|1058|00958781000121||253151163|4214805||ALAMEDA ARISTILIANO RAMOS|333|COMPLEMENTO SALA BC 101|CENTRO|
|0150|SA10100990901|J.M. O. DE ARAUJO-ME|1058|02603731000157||121633136|2103406||AV. COELHO NETO|SN||CENTRO|
|0150|SA10100994601|J. A. MAURI - ME|1058|02897315000109||131851225|5103403||AV SAO SEBASTIAO|SN||GOIABEIRAS|
|0150|SA10100998401|J C LOUREIRO NETO & CIA LTDA|1058|81472680000148||2011123387|4119905||R: SANTOS DUMONT|710||CENTRO|
|0150|SA10101044101|JOAO GONCALVES DE OLIVEIRA BALAS - ME|1058|04699578000139||082157790|3203320||AV. SIMAO SOARES|652|FILIAL - 024727|BARRA DO ITAPEMIRIM|
|0150|SA10101112501|VINNI DOCES COMERCIO DE ALIMENTOS LTDA - ME|1058|03184303000108||115426979114|3550308||R. PRACA ALEIXO MONTEIRO MAFRA|66|DOCESVINNI@HOTM|SAO MIGUEL PTA|
|0150|SA10101126101|JOTABE PROD. ALIM.|1058|23430135000192||121015599|2105302||RUA MINAS GERAIS|256-236||ENTRONCAMENTO|
|0150|SA10101147101|CELSO KENJI KOGA  E CIA LTDA|1058|03300511000117||9019080606|4102406||RUA PREFEITO JOSE MARIO JUNQUEIRA|26||CENTRO|
|0150|SA10101155101|L & J GUEDES LTDA|1058|04018242000163||0101115700158|1200203|200501585|AV. RODRIGUES ALVES|211||CENTRO|
|0150|SA10101164201|COMERCIAL GARRIDO ARAUJO E CIA LTDA - ME|1058|73022337000173||170033033116|3502101||R: JOSE AUGUSTO DE CARVALHO|611||CENTRO|
|0150|SA10101169401|LALO COM. DE DOCES LTDA.|1058|00177486000138||0290262674|4305108||AV MAURICIO SIROTSKY SOBRINHO NUMERO|2345||SAO VICTOR|
|0150|SA10101203201|LOUKO POR DOCE LTDA - ME|1058|04146323000149||116075813116|3550308||R. JOAO ZANCO|59||VILA JOANIZA|
|0150|SA10101241701|M F DE ARAUJO - ME|1058|04786837000169||246016043|2704302||RUA JERUSALEM|110|B|CLIMA BOM|
|0150|SA10101245001|M N VALIAS E CIA LTDA|1058|04870256000100||9025084575|4128104||AV PARANA|5327|LOJA 1|CENTRO|
|0150|SA10101264201|MTC COMERCIO DE DOCES LTDA ME|1058|00803027000112||85622137|3300704||RUA COPENHAGEM|9|CASA 2 QDA Y LOTE 9|JD OLINDA II|
|0150|SA10101268001|MAE MERCANTIL DE ALIM E EMBALAGENS LTDA ME|1058|05861405000138||081816723|3200904||AV.JONES DOS SANTOS NEVES|SN||CENTRO|
|0150|SA10101269801|MAGDA LENA MARIUCCE TOCUNDUZIA PIAI - EIRELI - EPP|1058|04377021000181||9023470893|4106407||AV. XV NOVEMBRO|87||CENTRO|
|0150|SA10101276501|MANO S COM. DE DOCES LTDA. (MANOS I)|1058|53549549000104||111019108118|3550308||RUA DR. ALMEIDA LIMA|79||BRAS|
|0150|SA10101283601|MANO S COM. DE DOCES LTDA.(MANOS II)|1058|53549549000368||114503678110|3550308||R.VISCONDE DE PARNAIBA|2463||MOOCA|
|0150|SA10101288701|MARCELO DA ROCHA FERNANDES|1058|00445066000195||1650075453|4300604||RUA BANDEIRANTES|95|TERREO|VL MARIA|
|0150|SA10101290701|MARCHIOLLI E MORITA LTDA- EPP|1058|03308005000174||214067016113|3506508||RUA JOAO GALO|SN||CENTRO|
|0150|SA10101310201|MARIA APARECIDA CRUZ VINHEDO -ME|1058|69146678000183||714019717115|3556701||R. SAO PAULO|244||NOVA VINHEDO|
|0150|SA10101368601|MART MINAS DISTRIBUICAO LTDA|1058|04737552000138||2231523810018|3122306||AV. AUTOROMA|1313|RM201@MARTMINAS.COM.BR|SAO JUDAS TADEU|
|0150|SA10101368701|MART MINAS DISTRIBUICAO LTDA|1058|04737552000219||1861523810141|3118601||AV. CRUZEIRO DO SUL|77||RIACHO DAS PEDRAS|
|0150|SA10101388701|MERCADAO DE BOMBONS COMERCIO DE DOCES LTDA|1058|81679011000141||1017542350|4106902||RUA SENADOR ALENCAR GUIMARAES|238|LOJA 01|CENTRO|
|0150|SA10101395501|MERCADO DO DOCE COMERCIO DE ALIMENTOS LTDA|1058|04982627000146||442185730111|3529401||AVENIDA BARAO DE MAUA N.:|797||VILA BOCAINA|
|0150|SA10101414001|MESSIAS DIAS DAS NEVES|1058|64890619000100||260053079111|3511102||AVENIDA SAO VICENTE DE PAULO|SN||C. MOUAD|
|0150|SA10101425801|COMERCIAL DE DOCES CONTINENTE LTDA ME|1058|02360690000115||336540425112|3518800||R: CACHOEIRA|1097||J. MOREIRA|
|0150|SA10101430701|MIRIAN BEATRIZ MIGNONI MATANA|1058|04721993000141||0710048742|4311304||AV. AFONCO PENA|183||CENTRO|
|0150|SA10101445401|M W COMERCIO DE DOCES E EMBALAGENS LTDA|1058|05778836000135||082219729|3201209||AVE BOLIVAR DE ABREU, N.: 36|SN||AQUIDABAN|
|0150|SA10101455901|NART COM. PRODUTOS ALIMENTICIOS LTDA ME|1058|57796526000147||635274079110|3548708||RUA MODESTO SALERA|235||JD. THELMA|
|0150|SA10101456901|NATHALIA FONTES FERREIRA - ME|1058|03963042000116||503080844110|3535507||AVENIDA BRASIL|763||VILA AFFINE|
|0150|SA10101473301|NILSON DA SILVA O COMERCIANTE EPP|1058|02807235000115||253825245|4209102||RUA MONSENHOR GERCINO|3810|SALA 05|JARIVATIBA|
|0150|SA10101485601|NUNO COMERCIO DE GENEROS ALIMENTICIOS LTDA  -  ME|1058|84994961000159||1018778099|4106902||RUA PEDRO IVO|27-A||CENTRO|
|0150|SA10101496501|OLHOS DE LINCE COMERCIO DE DOCES LTDA.|1058|00968140000158||9010986114|4106902||RUA SETE DE SETEMBRO|1948||CENTRO|
|0150|SA10101514301|P. DA SILVA FILHOS LTDA|1058|05587829000156||194044645|2208007||RUA SAO BENEDITO|83||BOMBA|
|0150|SA10101517601|P.T.P. GOES - EPP|1058|02313917000171||030198437|1600303|201111454|RUA TIRADENTES|1251||CENTRO|
|0150|SA10101531801|PARDINI COMERCIAL LTDA|1058|68054576000175||113606083111|3550308||R: BARTOLOMEU SABINO DE MELLO|53||VILA OLINDA|
|0150|SA10101555401|PEDRO NILSON MAGALHAES|1058|71110886000174||0678455410026|3106705||RUA ITAGUASSU N.: 19|SN||SAO CAETANO|
|0150|SA10101557801|PENNACCHI E CIA LTDA.|1058|95410163000744||6270279315|4122404||ROD. HERMINIO ANTONIO PENNACCHI, S|SN|CLIENTE ISENTO DE ST|LOTES ROD. HERMINIO A. P.|
|0150|SA10101573201|POMPEIA S.A.INDUSTRIA E COMERCIO|1058|59775478000217||548001855110|3540002||AVENIDA PADUA SALES|201||CENTRO|
|0150|SA10101600801|R.N. ANDRADE|1058|29155785000153||80828276|3306008||RUA NELSON VIANA|221||CENTRO|
|0150|SA10101607201|RAIMUNDO FLORINDO DE CASTRO|1058|06711485000299||194454010|2207702||ROD PI 7, 2720|SN|EST PARNAIBA/CHAVAL|RODOVIARIA|
|0150|SA10101652601|IRENE KUCHNIR DE LIMA COMERCIO DE DOCES LTDA - ME|1058|03733522000190||9020675079|4106902||R. JOAQUIM SIMOES|47||PINHEIRINHO|
|0150|SA10101668901|ROSELI MARIA NEPOMUCENO - CPF 763.511.906-06|1058|02290332000183||5727287900053|3157203||R: ANTONIO PEREIRA ROCHA, N.429|SN||CENTRO|
|0150|SA10101687501|S.M. - COMERCIO DE DOCES LTDA|1058|00164320000187||391013247110|3524303||AVENIDA CARLOSS BERCHIERI|1700|MSM 012733-030982-031153|CENTRO|
|0150|SA10101693701|SAFRA DISTRIBUIDORA DE DOCES LTDA|1058|05300500000162||177217399112|3502804||RUA MARECHAL DEODORO DA FONSECA|1.581||VILA CARVALHO|
|0150|SA10101717401|SELVIOMAR AGOSTINHO HUGEN|1058|76854439000143||251005879|4209300||RUA CAMPOS SALLES|416||CORAL|
|0150|SA10101739501|SILVA DO CARMO E PORTO LTDA|1058|73965196000122||102683646|5209101||AV. PRESIDENTEGETULIO VARGAS|1153|COMODO 01|SETOR CENTRAL|
|0150|SA10101760001|SORVEPAN COM. REPRESENTACAO LTDA.|1058|00904538000120||270902945|2800308||RUA: ACRE|806||SIQUEIRA CAMPOS|
|0150|SA10101768801|SUL DOCES DISTRIB DE BALAS LTDA|1058|87278230000103||0960675051|4314902||AV.OTTO NYEMAIER|2592|CONTATO.SULDOCE@GMAIL.COM|CAVALHADA|
|0150|SA10101791201|SUPERMERCADO POMPEIA LTDA|1058|02794165000108||548001785118|3540002||R. JOSE DE AGUIAR MORAES|209|SUPERPOMPEIA@UOL.COM.BR|CENTRO|
|0150|SA10101796401|SUPERMERCADO UNIMAX LTDA|1058|78069739000147||4010034529|4109401||R: CORONEL LUSTOSA|2209||BATEL|
|0150|SA10101830201|ATACADO VILAS DOCES LTDA|1058|94491917000180||1440057912|4321501||RUA CAPITAO BALDOINO|297||VILA SAO JOAO|
|0150|SA10101842001|UFA UNIAO FABRICAS C.R.D.B - LTDA|1058|30895510000135||82436774|3304557||RUA GOIAS|868||QUINTINO|
|0150|SA10101878501|VERLEI MARTINS MORAES|1058|05373554000158||1170079730|4318002||RUA ALMIRANTE TAMANDARE|751||PASSO|
|0150|SA10101884801|VILACOPOS-DISTR DE PRODS ALIMENTICIOS LT|1058|61153870000195||181032308111|3503208||RUA RUI BARBOSA|1.050||VILA XAVIER|
|0150|SA10101889801|VISPAN PRODUTOS ALIMENTICIOS EIRELI|1058|03830821000143||209266868110|3506003||AV. RODRIGUES ALVES|21-111||VLA CARDIA|
|0150|SA10101893001|DISTRIBUIDORA REIS EIRELI|1058|93864593000115||0720055245|4311403||RUA CAXIAS DO SUL|80||UNIVERSITARIO|
|0150|SA10101902201|TREICHEL MACROMERCADO LTDA|1058|03204565000189||0930316452|4314407||AV: FERNANDO OSORIO|4842|ANTIGA RAZAO WALNIR TREICHEL E CIA LTDA.|TRES VENDAS|
|0150|SA10101907601|WELITON LIMA DE OLIVEIRA|1058|03228597000114||103180427|5215603||RUA GOVERNADOR MAURO BORGES|SN||CENTRO|
|0150|SA10101914701|WONG GU CHU|1058|04513868000146||9023714865|4106902||R. JOSE BONIFACIO|15||CENTRO|
|0150|SA10101915601|XANDOCA ARTIGOS PARA FESTAS LTDA|1058|82110776000129||252060954|4205407||RUA TEREZA CRISTINA|348||ESTREITO|
|0150|SA10101916601|Y & A COMERCIO IMPORT E EXPORTACAO DE PRODUTOS ALIMENT LTDA|1058|02043709000108||1060096754|4317103||RUA MANOEL PRATES GARCIA, 2325|SN||TABATINGA|
|0150|SA10101947401|SHOP KIDS MAGAZINE LTDA|1058|03297772000125||115544030114|3550308||AVENIDA MATEO BEI|SN||SAO MATEUS|
|0150|SA10101953401|COMERCIAL GERAIS LTDA|1058|66437690000159||3637828310030|3136306||RUA MAJOR MENDONCA|SN||CENTRO|
|0150|SA10101975301|DOCE VIDA COMERCIO DE BALAS E CHOCOLATES LTDA|1058|03508937000241||254621490|4205407||RUA JOAO VIEIRA|61|SL 101|ESTREITO|
|0150|SA10101978001|SABORIAN COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - ME|1058|05984628000192||254687920|4204202||RUA RAFAEL BELLEI|263|D|PALMITAL|
|0150|SA10101987701|VAREJAO DOS DOCES EIRELI|1058|05996028000144||241055016|2704302||PQ    RIO BRANCO|199||LEVADA|
|0150|SA10101991101|ANARELLA ALIMENTOS LTDA|1058|03097891000134||9019250897|4119152||RUA JACOB FEDALTO|360||V. TARUMA|
|0150|SA10101994301|COMERCIAL ARAUJO RODRIGUES LTDA ME|1058|04402963000172||77175261|3304706||RUA BENJAMIM CONTANTE , 04|SN||CENTRO|
|0150|SA10102001801|NESTOR LACHMANN & CIA LTDA|1058|79863890000891||9016742640|4118501||RUA MATO GROSSO|296||baixada|
|0150|SA10102007401|EDSON JOSE DA SILVA EPP|1058|30795116000125||081057415|3200805||RIA IBUITUBA|97||OPERARIO|
|0150|SA10102011901|ROBERTO BRAGA GOMES ME|1058|04494299000139||77188410|3301108||RUA GETULIO VARGAS 287 LOTE|2||CENTRO|
